texto_final,sentimento
vixi!! boticário lista compras!rosto_furioso,-1
ganhei kit boticário noivinho amooo demais af,1
não gosto perfumes boticário risos,-1
boticário costume passei todos hidratantes nativa spa mim ainda comprei baunilha madagascar (o ultimo porque saiu linha),0
gastando hidratante boticário sair homem beleza mediana caráter duvidoso,0
respeito não gosto forçada que dão então boticário casa não entra,-1
cara nojo ainda bem não compro boticário.,-1
delineador favorito vida boticário não existe tô triste,-1
sacolinha boticario lojas carol mão todo brasileiro meia idade,0
cremes boticário &gt;&gt;&gt;&gt;&gt;,0
perfume rico ruim 900 reais ficar fedendo perfumes boticário pior dá 10 0,1
ódio tentar revender algo boticário fiz pedido cliente ontem hoje informam cancelado falta estoque nem devolveram dinheiro cartão. vamo lá refazer novamente rosto_levemente_sorridenterosto_com_olhos_revirados,-1
boticário não erro kkk coração_vermelho,1
desgraça boticário vem sempre desafiando povo brasileiro! reeleição presidente bolsonaro obrigação fechar pocilgas rosto_furioso,-1
"wpp mãe amiga vende coisa natura/boticário/jequiti aí vez posta status ""meu pix esqueceu"" seguida pix acho forma cobrar pessoas direta kkk",1
época item caro bingo pelúcia algum creme boticário,0
falei pro jean não ia passar boticario escolher presente pois ia ta cheio acabei ganhando coisa boticário,0
mano to feliz achei delineador make b novo boticario!!! comprei logo dois vai ferrar cara pode ter tanta sorte assim,1
boticário apostando reduzir mercado 3%? boa sorte!,-1
comercial boticário! contatinho ganha presente? simmm #diadosnamorados,1
vende boticário? #eaudegasoline,0
nunca pisei boticário parauapebas dia encosto topo cão boca murcha rosto_vomitando,-1
primo deu kit boticário namorada quase 300 conto não 20 reais mãe pagar uber ir médico…,-1
man passei boticário fiquei cheiroso,1
quer saber tô desse boticário homem quer sair outro homemproblema dele....mas influenciar crianças não sãoisso tô boticário inferno.,-1
peguei perfume boticario top demaisrosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
coisa noção. boticário mim. ecaaa,-1
daí não... tô kit perfume aqui ganhei (não ex kk) boticário,0
caramba shampoo match boticário deixa cabelo cheiro tão gostoso,1
tô segurando não entrar melissa boticário!,1
merda boticário! falta respeito consumidores dr 40 anos.,-1
apaixonada nesse cheiro! lançamento boticário morango ruby,1
católico ateu ninguém explica porque fila “divino” tá maior “o boticário”. coração_em_chamas🫰🏻coração_partido,1
outro dia boticário moca atendeu elogiou não sabia responder,1
"""me dê 3 opções boticário não significa presente virá daqui fala ai"" kkkkkkkkkkkkkkkkkkkkkkkkkkk",1
comprei hidratante promoção boticario pele saiu deserto saara seda feita mariposas shangai completamente pfto,1
comprei floratta my blue - nossa pudesse morar boticário faria... perfumes testei aaaa maravilhosos,1
faz algum tempo natura boticário marcas empresas apoiam ideologias deixaram essencial casa.,-1
simplesmente boticário fila dando volta quarteirão loja pratas tanto homem m² nem show sertanejo viu. porque deixam ultima horaaaaaaaa homens,-1
nunca comprei nada boticário! dinheiro não irá financiar destruição família tradicional! dinheiro_voando,-1
apaixonada kit boticário neguinho deu brilhosdois_coraçõesbrilhosdois_coraçõesbrilhos,1
vários bolsonaristas sendo cancelados mauricio souza demitido fiat minas adriles jorge demitido jp outros faço campanha contra wv coca cola vivo boticário kibom várias outras marcas apoiam lgbt pedofilia boicoto divulgo deusbandeira_brasilfamília,-1
nem batom compro boticário.,-1
ei boticário vtnc,0
não compro nada boticário tempo...,-1
perfume nacional impesta corpo viu? perfume boticário chamou atenção causa embalagem achei bonita provar bicho véi ruim sangue jesus poder!,1
militante vendedora natura boticário estudante estagiária namorada filha sendo difícil.,-1
[11/6 1554] isaaaa coração_vermelhobaleia_esguichando_água tá caríssimo kits boticário [11/6 1554] isaaaa coração_vermelhobaleia_esguichando_água graças deus tô solteira hein kkkkkkkkkkkkkkkk,1
novo brinde boticário sai quanto em?kkkk,1
obcecada cheirinho body splash pessegura boticário queria sentir cheirosa ainda rosto_implorando,-1
família não usaremos nenhum produto boticário... filho ficou inconformado.... hghghghfh,-1
70 anos entendi boticário enfia cool minancora passa cara…,-1
comprei kit hidratante boticário amoo rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
apoia tudo bem. não preciso forçar pessoas aceitar. boticário nunca mais. natura adeus,-1
fiz joão vitor dá presente boticário kkk,1
voltar passado jovem estudos esteticos maquiagens femininas 2022 2023 vao vim rostos novos peles sensiveis lojas sex empinado levem kits olhos perdidos marcas 1 2 3 colocadas midia natura boticario avon faz 10 anos sucesso 2022,0
mãe fazer ficar igual doida achar alguém venda boticário 45 segundo tempo mulher_decepcionada_pele_clara,-1
hj kkk boticário lá empresa ne ai dei olhadinha vi perfume pensei vou comprar volta kkk,1
amigas comprei esfoliante bunda boticário breve venho feedback,0
venha conhecer nova loja boticário porto trombetas,0
reinauguração nova loja porto trombetas boticário,0
214 verano en firenze amo boticário amo,1
faço pedido boticário não vendo nada porque pego tudo mimmulher_decepcionada_pele_morenamulher_decepcionada_pele_morenamulher_decepcionada_pele_morena,-1
comprei morango cheirosooo quero comprar perfume lolita terminar body splash comprei boticário,1
não sei eh querem comprar boticário eudora iphone,0
parte boticário perdeu cliente fiel marca.,-1
tipo propaganda? criar revolta perder vendas? saiba qd produto vender quer vender mais não menos. boticário quer perder vendas.,-1
beyoncé comprou boticário espalhem.,0
boticário hoje moço três sacolas santa lola tava comprando presentes lá né aí fiquei perguntando todos presentes única moça cada molier rosto_com_olho_espiando,0
áudios 1ºt (só juliana rindo porque disse não rir) 2ºt gabi falando pior vez falar semana deixa hj aí vai shopping 6h tarde. juliana rindo (de novo) completando vai acabar comprando perfume boticário…,0
amoooo irmãs rosto_risonho_com_gota_de_suorrosto_risonho_com_gota_de_suorrosto_risonho_com_gota_de_suor “aí compra perfume boticário”,1
deixei usar faz tempo. boticário natura avon; todas militando g destruição família.,-1
boticário incentivando descaso família costumes lacra não lucra,-1
precisando passar boticario porem preguiça demais ir shopping,0
engraçado maiorias consumidores héteros fazem questão lacrar reclames mau gosto gente feia nada ver reais consumidores. não compro nada faz tempo boticário.,-1
monte macho boticário comprando presente última hors vê pode,-1
porra! nunca boticário,-1
“ain não falo nome perfume ciúme” deixa feia ciúme desse boticário todo mundo brasil usa menina,-1
prateleiras boticário vazias mágica dia namorados,0
homens algum perfume masculino boticário bom ? ajudem amiga,0
propaganda boticário quase fez comprar presente mandar kkk,1
parar gastar boticário,0
usa boticário...,0
casa avisei protutos boticário não compro nem recebo nem darei presente! não casa querem lacrar? não irão lucrar!!!,-1
cheiroso desses sabonete natura boticário? número 1 natura = sabonete algodão número 2 boticário= sabonete leite mel?,0
lá trabalho vende bolo docinho sanduíches balas variadas calcinhas avon natura boticário tudo pagar mês seguinte.. metade dinheiro fica empresa kkk,1
boticário nunca mais!,-1
descobrindo agora boticário linha pêssego pêssego bumbum achei genial kkk,1
filho cheiroso granado mamãe bebê boticário outros 500 cheiros kkk,1
mãe querendo arrastar boticario dps volto c perfume quer chamar consumista rolando_no_chão_de_rir,1
ir boticário comprar presente dia namorados du,0
boicoto empresas campanhas lacradoras progressistas tais burger king boticário magazine luiza natura etc,-1
aki cesta produtos boticário,0
faz anos não entro loja boticário....tenho impressão respiram aparelho..a natura outra lacradora não compro nada deles...a intenção desses empresários destruir família promover pedofilia!,-1
vó passou perfume perto mesa agora pão tão gosto boticário,0
"""ai moça gente não faz troca"" gata trabalhei boticario sei faz troca sim rosto_de_palhaço",-1
jequiti boticario natura não sei aqui brasil assim,0
"moça boticario perguntando ""vc estuda física?"" pensando sabe tava escrito moletom rosto_bizarrorosto_bizarrorosto_bizarrorosto_bizarro",1
vitória marcella boticário #vivaseuamor,0
empresa fala tanto inclusão respeito barrando crianças entrar mães revenda colombo paraná funcionários mal educados despreparados. absurdo!,-1
compraram kit boticário presentear amanhã? saber,0
to quase indo la boticário pegar kit presentear ja não boy kkk,1
boticário cria batom inteligente deficientes visuais físicos promete aplicação erros,0
presentes todos tipos amor encontra boticário! #diadoamor #diadosnamorados piripiri piaui brazil,0
queria ir boticário cheirar perfume indicaram considerando verba não vai permitir adquira não quero incomodá-la...,0
boticario to fora!!,-1
nova campanha boticário inspirada pantanal? rosto_pensativorosto_pensativo,0
lembrei aqui falei peguei alergia boticário merma alergia pega planta érica falou porque boticário tava virando marca vegana. ri,-1
aí gente vai ver linha perfumes produtos higiene pessoal boticário,0
disse lançou coleção maquiagem 7 belo acho iria bombar igual boticário bubbaloo,0
boticário cria batom inteligente deficientes visuais físicos promete aplicação erros,0
não acredito,0
maquiagens presentes preferidos muitas mulheres! amor adora make selecionamos algumas podem presente ideal neste dia namorados! batomcoração_vermelho 1 - disse berenice? 2 - mac 3 - boticário,0
muitos anos troquei boticário l'aqua di fiore.,-1
aí mesmo!!!! deixa boticário eles!!! não compro nada deles!!!,-1
boticário? chega!,-1
dá enjoo. boticário inesquecível criou mancha eterna marca. dividir público dessa maneira desespero justifica. produto todos agora direcionado alguns poucos não entendi estratégia marketing.,-1
hahaha nunca comprei boticário marido. vai que....,-1
verdade segundo americanas boticário outras empresas lacradoras dia tornando dia orgulho lgbtyzx.,-1
simmmm kkk inventar usar caro boticárioo bichinho tá sair validade porque cabelo odiou,-1
simpatia arrumar emprego galeria aqui perto casa boticário chiquinho,0
deveria vendedora boticario,0
usava boticário. não uso mais. homens perfume mulher? byby boticário. felizes.,-1
usava boticário. não uso mais. homens perfume mulher? byby boticário. felizes.,-1
não preconceito conceito firmado! casal = homem mulher resto dupla! lacra não lucra! outra coisa trabalhar loja boticário não trabalhar boticário!,-1
palhaçada toda anunciar vai revendedora boticário?,-1
ganhei kit boticário amor rosto_sorridente_com_3_corações tão cheiroso,1
beyonce comercial boticário vem ai,0
débora ficamos falidas boticário,-1
comprar presente dia namorados? tô conseguindo pensar chocolate natura boticário kkk,1
linha nova boticário kkk,1
boticário vai falir meio mundo história dar presente contatinho peguete kkk,1
fala ir dizer dinheiro ganho vendendo avon jequiti boticário! manda dedo_do_meiodedo_do_meiodedo_do_meiodedo_do_meio.,-1
agora assunto tema boticario mandando e-mail trabalhar curitiba rosto_de_palhaçorosto_de_palhaçorosto_de_palhaçorosto_de_palhaço,0
selecionaram clientela vamos retirar! porta rua serventia casa boticário. onde não cabe não justifica $,-1
caso pode óleo fígado bacalhau (intragável )  menos boticário,-1
gosto tônico antiefeito rebote boticário mano deixa meio duro cabelo sla,1
ai vendo povo encomendar presente boticário comigo pro dia namorados dá gatilho queria presentinho tbm,-1
tô querendo comprar perfume liz *boticario queria lilly... comprei acabei enjoando,-1
chegou pedidos boticário aaaaaa,1
boticário manda e-mail propaganda todo dia contratar bom nada.,-1
comprei kit boticário pro fael coração_azulrosto_com_olhos_revirados,1
florata red boticario nome perfume,0
preciso achar venda boticário comprar lily rosto_descontente,-1
boticário kits morango açaí café rosto_sorridente_com_olhos_de_coração aromas gosto,1
boticário tá paleta linda olhos dificil,1
mãe apareceu porta quarto mostrou bolsa boticário falou pro gustavo dar dia namorados tô esperando dormir ir ver oq kkk,1
rolando_no_chão_de_rirrolando_no_chão_de_rirrolando_no_chão_de_rirrolando_no_chão_de_rirrolando_no_chão_de_riraté boticário shippa cairolrolando_no_chão_de_rirrolando_no_chão_de_rirrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõescoração_vermelhocoração_vermelhocoração_vermelho,1
libre precinho ótimo perfume boticario.. quiser loja comprei meu chama dm,0
duo boticário batom mk tbm gloss vs .. to vendo chorando,-1
alguém usou combo bumbum pêssego boticário? bom? tô pensando experimentar!pêssego,0
sinto vou ganhar kit boticário heinn rsrsss,1
kakakakkakaka nem falei ia comprar boticário. boticário doida,0
body splash morango ruby perfeito parabéns boticário,1
match boticário. passa pouquinho exala perfume,1
to aqui quase levando perfume boticário mim,1
invejosa porque cheiro bem cheiro perfume boticário,1
deusss ia buscar 1 produto boticário voltei 2 presente pras crianças,0
cê tá loco boticário vou ter dar 30 presente,-1
to pensando aqui proposital frasco lip tint boticário comprei exatamente igual tubo exame sangue,-1
porque caralhos boticário respondeu matheusin kkkkkkkkkkkkkkkkkkkkkkkkk bicho aleatório porra,-1
desde cedo to rua falar mãe queria kit bendito cacto boticário deu rosto_sorridente_com_olhos_de_coração ainda aprendi dirigir carro,1
simmm amiga literalmente igual doido procurando lugar comprar ir lá boticário centro kkk assim comprei último estoque rosto_segurando_as_lágrimas,-1
cheirinho perfume boticário rosto_sorridente_com_olhos_de_coração puta pariu heim,1
victor 11 anos chega empresa caixa cheia doces vários tipos chocolates perfume boticário fala ganhei namorada eu quanto tempo namoro victor? ele 15 dias. victor 11 anos herói filho patroa.,1
boa boticário. ai!!,1
boticário informa presentear ficante certíssimo! rosto_com_sorriso_marotocoração_verde #vivaseuamor,1
não paro sentir cheiro vei vtmnc maldito boticario humor rosto_chorando_aos_berros,-1
boticário informa dar presente ficante certíssimo! rosto_com_sorriso_marotocoração_verde #vivaseuamor,1
boticário informa ficante dá recebe sim presente (ainda boti) rosto_com_sorriso_marotocoração_verde #vivaseuamor,1
ainda fragrância mega cheirosa boti boticário informa dar presentear ficante certíssimo! rosto_com_sorriso_maroto #vivaseuamor,1
ainda bem boticário não fragrância dar presente rosto_piscando_e_com_língua_para_fora #vivaseuamor,1
acha perfume masculino boticario egeo black,0
boticario gil cor&amp;ton,0
quais perfumes masculinos preferidos boticario,0
entro boticário fico querendo levar todos hidratantes,1
vou processar boticário não sabia malbec perfume não presta,-1
muié boticário emprestando neosoro sentir cheiro perfumes kkk,0
mãe querendo (sem poder porque ganhou aí ganhou queria dar gente gente tbm ter) dar perfumes caríssimos mim irmã. obviamente gente recusou. não quero mesmo. tô obcecada uns boticário tô esperando ir lá sentir,0
"chegando trabalho pessoal tudo ""nossa cheiro"" ""eita bixa cheirosa toda boticário"" amo mulher cheirosa",1
vai ter brinde boticário mês?,0
coisa mudando vá pedir patrocínio magazine luiza boticário riachuelo vai. kkk humm não bem pernas kkk,-1
olha boticário,0
coração_com_fitao boticário celebra dia amor 63 opções kits | vivass assessoria &amp; comunicação,1
porque dia namorados boticário aumentou preços tudo,-1
comprando boticário enquanto ouço butter tocando delicia,1
entrei boticário c rodrigo. deu 20 espirrads perfume não da!! laura manda marido cmg passar vergonha rosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rir,1
chocolate quentinho graça boticario mds amo lugar,1
to pensando comprar hidratante babaloo boticário,0
marquei boticário renner colcci chilibeans natural aí vamos,0
oracle boticário confirmaram presença  connect 2022. participe tb evento mostrará empresa pode fazer adotar #tecnologias #futuro dia 14/06 14h grátis  #cloud #inovacao,0
amiga cheiro perfeito!!! boticário vende réplica cheiro,1
hoje dia ver monte gente sacola boticário cacau show trem,0
boticario? namorado tem! ome cheirosissimo,1
gatinha uso kit antiacne boticário acho ótimoooo hoje chegaram umas coisinhas comprei beyoung vou testar falo,1
vou aproveitar promoções boticario comprar coisa mim,1
quero social media boticário. entrego currículo? rosto_implorando,0
the blend boticário cheirosorosto_sorridente_com_3_corações,1
boticário sempre tomarosto_bizarrodedo_do_meio,-1
body splash pêssego boticário rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
aniversário mainha hoje lancei kit boticario ela vai amar,1
amo pessoa cheirosa obrigado tudo boticário,1
sabonete boticário gabriel tá acabando não acho ninguém vendendo rosto_implorando amo cheirinho,-1
assim puder passar boticario vou cheirar perfume coração_azul,1
galera subindo shipper ian boticário mandando mimos caio hahahhaha,0
"""o boticário"" cim cheiro todos perfumes experimentei. kkk deixei rim lá tb. kkk dá ter amiga trabalha loja. comprar coisa sai três falidarosto_de_palhaço",-1
não bastava ter gastado facada boticário semana passada hj gastei 400 socorro,-1
encomendas boticário chegaram amo rosto_sorridente_com_olhos_de_coração,1
vó falando comprar perfume boticário pro namorado kkk quase chorei,-1
fiz festa boticário flor_de_cerejeirarosto_sorridente_com_3_corações lute rosto_chorando_de_rir,1
bah! deixei rim boticário,0
aqui mb presente adiantado dia namorados. não vi hora falei verdade boticário ressignificou dia 12 dia amor independente namoro ne kkk,0
tedoido mulher abandonei boticário kkk,-1
boticário melhor hidratante labial perfeito resolve muuuuito super recomendo,1
não compro ambev (paulo lemann) magalu burguer king boticário etc...como baiano todos cds turma axe contra bolsonaro joguei lixo...tem lista comigo excluo vida,-1
não compro ambev (paulo lemann) magalu burguer king boticário etc...como baiano todos cds turma axe contra bolsonaro joguei lixo...tem lista comigo excluo vida,-1
não compro ambev (paulo lemann) magalu burguer king boticário etc...como baiano todos cds turma axe contra bolsonaro joguei lixo...tem lista comigo excluo vida,-1
grupo boticário associado aba lança campanha ex(ótica) voltada questionamento falas comportamentos utilizam termos “exóticas” “diferentes” caracterizar tipos belezas. saiba link  #aba #aba2022 #aba2025,0
ontem passei planet comprei roupa boticário comprar perfume novorosto_sorridente_com_3_coraçõescabeça_explodindo,1
boticário empresa surfa nessa precarização mão obra brasil enquanto faz propaganda bonitinha intervalo fantástico! #boicoteaoboticario,-1
tô virando cadelinha boticário rosto_de_palhaço,-1
belezanaweb boticário,0
aí natura boticario magalu,-1
cara usa florata boticario,0
ir boticário enrolando vida homem_decepcionado_pele_morena_escurahomem_decepcionado_pele_morena_escura preguiça porra,-1
vendedora falou beleza exótica??! não padrão lindo ?! obs comprando produto boticário,0
natura porcentagem maior infelizmente nem todos gostam produtos acaba não vendendo tanto vende boticário exemplo. tupperware ótimo vender tbm saber impulsionar clientes produtos caros. revender produtos exige muitas +,0
boticário comprar presente amiga vendedor queria empurrar coisa promoção... tanta cara pobre assim?,-1
boticário perdendo venda 321,-1
amiga uomini maioral boticário amo,1
ganhei perfume coffee vez pessoa lembro amei perfume aí ver comprar novo tá bem caro comparado outros boticário,0
caraleo usei shampoo ganhei boticário bagulho top fih!!,1
trabalhando tempo boticario ja imaginei tanto pai entrando ali nada comprar perfume tendo quebrar zaad cabeça ver desmaio,-1
toda vez vou boticário fica pulmão rim lá pagar puta pariu,-1
fico pensando pensamentos aprovaram mascote boticário 100% feito marca refrigerante pitchulinha 70% suco natural crianças,0
perfume boticário detesto porque acho rodado sabe tô querendo comprar perfume importado muita dó pagar 500 reais perfume,-1
cadê brinde mês junho boticário hein?? tô aguardo,0
deus morte romantismo campanha boticário falando não dia namorados dia amor não importa status,-1
sim boicotaremos msm. lacra não lucra ponto final. boicote lojas americanas boticário vivo tantas quantas insistirem divulgar doutrina esquerdopata brasil c maioria brasileiros cristã conservadora eleitora pr,-1
aba boticário egeo vai surpreender kkk,0
eita hoje sai resultado boticário senhora queria tanto ganhar rosto_segurando_as_lágrimasnaipe_de_copas entendo tava psicológico fazer algo legal rosto_cabisbaixo_com_gota_de_suorrosto_segurando_as_lágrimas,-1
amigas pedindo kit caro boticário heim!,-1
meteria tapão apertaria mordia dava beijo passava hidratante boticário bumbum pêssego,1
associate product manager - analista iii - vaga afirmativa mulheres (consumidor) grupo boticário trabalho remoto,0
kit #boticario chegorosto_sorridente_com_3_coraçõessacolas_de_comprasmarca_de_seleção_branca,1
porta caxu lojinha cosméticos vende produtos boticário,0
🫰🏽 joalheria zenith boticário água doce cachaçaria pousada sole mio muitas outras opções. aproveite! lupa_para_a_direita saiba,0
vem boticário vai sentir cheiro 🫶🏻,1
queria kit combat cosméticos boticário,0
questão preço indicaria bruna tavares vult avon boticário. agr acabamento vai questão preço indico bases matte peles oleosas.,0
tornei cadelinha boticário oficialmente,0
cara mt esperto compra boticario ainds parecer coisa dia namoradas,0
fico doidauso perfumes importados custou olho cara cheiro não fica boticário incendeia tudo rosto_com_olhos_reviradosrosto_furioso,-1
terror boticário lenda não pode dar perfume dia namorados porque namoro acaba junto perfume.,-1
boticário cacau show outras produtos promoção dia namorados,0
reunião hoje pessoal boticário fiquei tão nervoso deus,-1
menos mês chegou 5 sacolas boticário aqui casa  oq pensando vida não sei ..!!,-1
pois é! to usando umas maquiagens tbm (tanto boticario quanto disse berenice) ótimas tbm... virei cliente,1
ue gente aí empresas donos bolsonaristas kkk marcas topa patrocinam progressistas sim avon boticário magazine luiza burgue king globoplay várias outras!,0
vou dormir aline amanhã antes curso vou passar boticário porque esqueci perfume casa rs,0
tô cansada mentalmente. vou parar boticário! tá dando não...,-1
natura mi quebra próxima vez compre boticário !,-1
cabelo agr deu pras dps 2 anos não querer skala qr match 50 conto boticário,0
trabalhar boticário tão gostoso caras,1
#dicadenamorados prepare mínimos detalhes momento perfeito dois. cercados carinho amor!rosa leader - 3º piso boticário - piso térreo casa&amp;vídeo - piso s,1
primeiro coca cola agora boticário respondeu twitter. sinal,1
"""para tcc receber 10 sim! segue fonte propaganda boticario. in dia amor 2022. [s. l.] 1 jun. 2022. disponível em  acesso em 9 jun. 2022. #vivaseuamor",0
10 reais antecipado compra lá boticario,0
boticário informa ficante pode sim dar receber presente (e kit boti aí deve rosto_piscando_e_com_língua_para_forasilhueta_falando)  #vivaseuamor,1
alguém sabe dizer boticário/natura trocam presente????,0
escolheu usar nativa spa boticario sabor ameixa rosto_de_palhaço,-1
quero linha creme bumbum pêssego boticário rosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berros,-1
acho vou dá presente kit boticário bumbum tô querendo testa vê tudo falam msm,0
americanas magazine luiza boticário carro polo... completem lista p.fvr.,0
não existe hidratante cheiroso mundo pêssego boticário,1
quasar boticário cheiro caboco gostoso digo,1
primeiro comprar morango ruby nativa spalançamento boticário.,0
visita fábrica boticário júnior borges conhece projeto ampliação empresa | camaçari notícias,0
amo cabelo humilde tava fudida dava novex agr to *trabalhando bastante* so aceita boticario,1
ahaahahha li “boticário “ pensando homem aqui br,0
"amando conceito propaganda boticário dia namorados normalizando influenciando comprar presente ficante kkk pois ""não importa status atualo amor deve celebrado todas formas""",1
queria coffee boticário,0
ainda devastada porque creme flor maçã saiu linha boticário,-1
boticário tornou maiores intelectuais espíritas brasil  via,0
meninas mandaram mens não esquecer coisas boticário cadê rosto_de_palhaço,0
ofertas dia aliex  amazon  americanas  boticário  netshoes  shopee  sub  canal,0
valverde tava igual noia cheirando negócios boticário,0
grupo boticário is hiring especialista arquitetura integrações i - afirmativa talentos diversos in lavoro casa remote  #api #aws #cloud #azure,0
produtos pronta entrega encomenda. #diadosnamorados #boticario,0
ansiosa chegar kit coffe pedi mim boticário tá falindo real kkk,1
boticário patrocina kkk,1
professor falando dinheiro bosta tá fedendo versão é dinheiro bosta tô cheirosa igual boticário kkk,1
nova linha fragrâncias ivy park boticário perto,0
boticário ressignificou dia namorados celebrar dia amor dá vontade passar ficantezinho,1
apaixonada kit hidratante body splash pêssego boticário,1
ansiosaaaa perfume boticário chegar rosto_com_olhar_maravilhado,1
kit bumbum pêssego boticário vida rosto_desoladorosto_desolado,-1
parei pensar hj meninos ando envolvendo graças deus não usam perfume marcantes certamente vai sentir aí lembrar (tipo malbec boticário) perfumes importados não grudam roupa gente então nem chega tão marcante rosto_chorando_de_rir,1
simplesmente aterrorizada lapis olho boticario porque lavei rosto 3 vezes 2 sabonetes diferentes continua olho,-1
tô vendendo boticário vendo não tendo comissão porque vou comprar tudo perfume kkk,1
liz boticário maravilhoso rosto_com_olhar_maravilhado,1
"lista ""branca"" aumenta natura boticário magalu... deviam simplesmente vender produtos lacração. patético.",-1
perfume caro ótimo condições usar todo dia né. daí conheci body splash baratinho boticário/natura comprei 2 toda animada deu alergia!! senhor não nasci pobre rosto_sorridente_com_lágrimasilhueta_falando,1
perdi dinheiro boticário agora dona alba mimar parentes não,-1
preciso coffe boticário deus todos perfumes boticário queria menos rosto_chorando_aos_berros,-1
produtos ameixa/ameixa negra boticário bons coração_vermelho tô cheirosa tá maluco,1
ganhei kit boticario amooor amei demais,1
sacolinha boticário nunca nada boticário nela!,0
hidratante natura/boticário congêneres cheirosos gostosos tal não jeito hidrata pele cremes dermocosmeticos. tô usando loção cetaphil pele outra.,0
gataaa carooo. sabe dia enquanto boticário kkk,0
boticário 50 pilas vale pena,1
escolalivrosnossas ações semana meio ambiente não param e hoje entregamos parceria boticário espaço educativo seta_top  ueb mata roma.,0
vem aí brinde redutor rugas botik retinol puro boticário,0
shampoo ganhei boticário bom crl cabelo tá cheiroso demais,1
ahhh saio fuçando tá promo porque tipo aqui perto loja boticário fica prático (é amanhã aniversário tá ansiosa nível máximo) kkk,0
gente ganhei kit boticário hj não sei qm ainda homem disse presente dia namorados nem namorado ???,0
tava olhando aqui boticário coisas capricho promoção aí pensei perfume + batom gloss. super vaidosa (e tb prima kkk),0
odeio ir lugar povo desfazer gente vei puta pariu ia compra não levei nd inclusive loja shopping rosto_sorridente_com_3_corações melhora vendedora,-1
ontem ganhei mimos boticário fez dia aí aí tô boba,1
vem aí brinde redutor rugas botik retinol puro boticário,0
dis namorados chegando nw namorado cats desde ja agradeço perfume zaad eau boticário irão dar rosto_contente_com_olhos_sorridentes,1
dia completamente merda trabalho pensei vir mercado ja dar volta ne entrar moça boticario espirrando perfume ex ficante exatamente hora rosto_de_palhaço,-1
não fake news inclusive boticário perfume doméstica,0
ganhei hidratante baunilha boticário caralho to cheiroso. iria querer certeza dormir comigo rosto_de_palhaço,1
matéria tv fama usando vídeo publi boticário kkk,0
boticario esluvon,0
vei creme boticário não hidrata ????,-1
coleção comprei kit ameixa boticário coração_vermelho,1
kit bumbum pêssego boticário simplesmente perfeito,1
pouca gente lembra outdoor boticário conjunto nacional brasília recebia turista paris,0
ganhei body splash presente mulher compro boticário! fiquei coração quentinho rosto_segurando_as_lágrimascoração_brilhante,1
amigo so toma cuidado boticario evitar transformar uso rotina porque sao ótimos usa demais efeito rebote,0
comprei produtos linha match boticário loirinho rosto_sorridente_com_3_corações,1
melhor sabonete daí cactus boticário. adoro phebo acaba rápido rosto_sorridente_com_lágrima,-1
falando vou guardar dinheiro economizar sendo saio trabalho vou 16 março comprar pulseira prata 2 loções hidratante boticário rosto_com_olhar_maravilhadorosto_com_olhar_maravilhado odeio espírito consumista ódio,-1
novidade boticário rosto_sorridente_com_lágrima,-1
serasse match boticário boa?,0
carol falou ia comprar umas coisinhas boticário comprou simplesmente 600 reais,0
viih tube recuperou cancelamento. tá fazendo publi várias marcas grandes boticário bis disney+...,0
nojenta propaganda boticário. hoje cheguei sugerir produto deles. nunca compro nada dessa marca. prefiro gastar mais.,-1
lojas boticário,0
boticário esluvon,0
depende boticário?,0
pedi uns produtos boticário três dias nada chegar quero m,0
comprei esfoliante boticário vê realmente bom espero ajude alergia tbm boticário anda salvando,0
gata deu kit boticário amoocoração_vermelho,1
brilhoscupom boticáriobrilhos frete grátis acima r$49 etiquetacupom fretegratis alta_tensãolink,0
mae vende boticario compra,0
boy boticário nunca acertou perfume,1
juro der louca boticário coffee woman duo preço banana semana compro 2,0
tanto homem sacolinha boticário nesse ticen,0
menos cheiro boticario,1
kit boticário jurei ter colocado mala agora não faço idéia onde parar,0
ah não faço ideia parecido boticario usava,0
todas atendentes loja boticário cara cool trabalhando cheias vontade. polegar_para_cima,-1
boticário!,-1
etiqueta #oboticario ofertas seta_para_a_direita promoção 50% off link link  ingresso_de_cinema cupons boticário link  #ofertasoboticario #oboticariococ #canaldeofertasecupons seta_curva_da_esquerda_para_a_direita,0
deus provei creme morango leite boticário absurdo bom pf alguém dá dia namorados,0
nunca vou esquecer peripécias óleo linda boticário perfume million (cheiro joão) perfume cheiro bolo baunilha pura! rolando_no_chão_de_rir,1
experimentei perfume boticário tá agr grudado mim... maravilhoso pena não dinheiro comprar rosto_desapontado,-1
lançamento creme morango boticário decepcionou grandão,-1
comprar refil boticário sai conta. perfumes vidro triplo valor.,0
